sample_text,class,class_number,intent,sub_intent,language
What are the key design considerations and optimization techniques for implementing graph neural networks in knowledge graph-based recommendation systems?,Academic Research Query,1,academic_intent,methodology_query,en
RLVR มันคืออะไรอธิบายแบบง่ายๆหน่อยได้ไหม?,Web Search and Current Information Query,2,web_intent,clarification_request,th
Could you provide me with seminal works on the application of non-parametric statistics in novel view synthesis algorithms?,Academic Research Query,1,academic_intent,source_request,en
"Hey, I'm really sorry I forgot your birthday, how can I make it up?",Casual Conversation and General Query,4,out_of_domain,apology,en
"How did advancements in diffusion models impact real-world applications in computer vision, such as image segmentation and object detection?",Hybrid Research Query,3,hybrid_intent,case_study,en
Could you recommend recent publications on the application of bandit algorithms in active learning for bioinformatics?,Academic Research Query,1,academic_intent,source_request,en
งานวิจัยเกี่ยวกับ decentralized systems ใน remote sensing มีแนวโน้มไปทางไหนในปีนี้บ้าง?,Hybrid Research Query,3,hybrid_intent,help_request,th
นักพัฒนาคิดอย่างไรเกี่ยวกับการใช้ AI ในการพัฒนาเว็บไซต์ในปัจจุบัน?,Web Search and Current Information Query,2,web_intent,understanding_check,th
อยากทราบว่าการใช้กราฟนิวรัลเน็ตเวิร์กสามารถปรับปรุงประสิทธิภาพการจัดอันดับข้อมูลในธุรกิจได้อย่างไร และมีกรณีศึกษาใดที่น่าสนใจ?,Hybrid Research Query,3,hybrid_intent,search_request,th
advancements,Academic Research Query,1,academic_intent,source_request,en
เข้าใจถูกไหมว่าโมเดล AI ที่ใช้เทคนิค deep learning จะมีปัญหาเรื่องความปลอดภัยในอนาคต?,Web Search and Current Information Query,2,web_intent,understanding_check,th
งานวิจัยล่าสุดเกี่ยวกับ style transfer บนรูปภาพมีวิธีการประเมินผลลัพธ์ที่มีประสิทธิภาพสูงสุดอย่างไร?,Academic Research Query,1,academic_intent,statistical_query,th
What are the latest research advancements and industry applications of edge computing in autonomous navigation systems for humanoid robots?,Hybrid Research Query,3,hybrid_intent,case_study,en
How do energy-based models explain complex relationships within time series data?,Academic Research Query,1,academic_intent,explanation_request,en
การประยุกต์ใช้วิธี topological data analysis ในการตรวจจับ anomalie ในระบบ tactile sensing มีประสิทธิภาพเพียงใด?,Academic Research Query,1,academic_intent,academic_query,th
What are the statistical correlations between ensemble learning techniques and model robustness in image classification tasks?,Academic Research Query,1,academic_intent,statistical_query,en
